Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Wojciechowski, M., Rafalski, D., Kucharski, R., Misztal, K., Maleszka, J., Bochtler, M., Maleszka, R.","57195949116;56668765900;7003839118;24492079600;6507534358;6603758878;7005691176;","Insights into DNA hydroxymethylation in the honeybee from in-depth analyses of TET dioxygenase",2014,"Open Biology","4","AUG", 140110,"","",,34,"10.1098/rsob.140110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923566739&doi=10.1098%2frsob.140110&partnerID=40&md5=0eb23e01a6ceb2c09f4b0115806ab94a",Article,"Final",Open Access,Scopus,2-s2.0-84923566739
"Kwon, T.-J., Oh, S.-K., Park, H.-J., Sato, O., Venselaar, H., Choi, S.Y., Kim, S., Lee, K.-Y., Bok, J., Lee, S.-H., Vriend, G., Ikebe, M., Kim, U.-K., Choi, J.Y.","35798369900;55613424400;56726949600;7203038539;15758720700;56664855600;50262244500;22135779500;25222398800;56044373300;7006556611;7102029419;7102248968;56145609500;","The effect of novel mutations on the structure and enzymatic activity of unconventional myosins associated with autosomal dominant non-syndromic hearing loss",2014,"Open Biology","4","JULY", 140107,"","",,8,"10.1098/rsob.140107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925548962&doi=10.1098%2frsob.140107&partnerID=40&md5=594f776079e234e146ff928775d1ed51",Article,"Final",Open Access,Scopus,2-s2.0-84925548962
"Cohen, M., Kitsberg, D., Tsytkin, S., Shulman, M., Aroeti, B., Nahmias, Y.","7405990793;6603263095;56292003000;37117830800;6603958118;12752628500;","Live imaging of GLUT2 glucosedependent trafficking and its inhibition in polarized epithelial cysts",2014,"Open Biology","4","JULY", A5,"","",,19,"10.1098/rsob.140091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904797805&doi=10.1098%2frsob.140091&partnerID=40&md5=1168b1a0f55e87452aac50215b665b28",Article,"Final",Open Access,Scopus,2-s2.0-84904797805
"Potamias, G., Lakiotaki, K., Katsila, T., Lee, M.T.M., Topouzis, S., Cooper, D.N., Patrinos, G.P.","6602507577;6508169462;24066813500;36101152700;6602769500;25932904900;6603726539;","Deciphering next-generation pharmacogenomics: An information technology perspective",2014,"Open Biology","4","JULY", A4,"","",,26,"10.1098/rsob.140071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904820682&doi=10.1098%2frsob.140071&partnerID=40&md5=08298f2a8d9c72d09214270b6e2d5363",Article,"Final",Open Access,Scopus,2-s2.0-84904820682
"Deng, J., Liang, H., Dong, Q., Hou, Y., Xie, X., Yu, J., Fan, D., Hao, X.","7402612986;7402853280;44161021300;56291777200;56291676300;35351306800;7202965595;55547514600;","The survival decrease in gastric cancer is associated with the methylation of B-cell CLL/lymphoma 6 member B promoter",2014,"Open Biology","4","JULY", A3,"","",,7,"10.1098/rsob.140067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904799680&doi=10.1098%2frsob.140067&partnerID=40&md5=b757c26e157eba0c27ecde6cc5c27091",Article,"Final",Open Access,Scopus,2-s2.0-84904799680
"Millán-Zambrano, G., Chávez, S.","37023469300;7003298083;","Nuclear functions of prefoldin",2014,"Open Biology","4","JULY", A2,"","",,34,"10.1098/rsob.140085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904788131&doi=10.1098%2frsob.140085&partnerID=40&md5=98709c94932f88ddea5b26c9ca1870a3",Article,"Final",Open Access,Scopus,2-s2.0-84904788131
"Aoi, Y., Kawashima, S.A., Simanis, V., Yamamoto, M., Sato, M.","55661133300;7202009266;7005310292;55617740800;7405724544;","Optimization of the analogue-sensitive Cdc2/Cdk1 mutant by in vivo selection eliminates physiological limitations to its use in cell cycle analysis",2014,"Open Biology","4","JULY", 140063,"","",,10,"10.1098/rsob.140063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904011174&doi=10.1098%2frsob.140063&partnerID=40&md5=c11dfbf040007fa2e9b8b79c8d97edd1",Article,"Final",Open Access,Scopus,2-s2.0-84904011174
"Sanguinetti, M., Amillis, S., Pantano, S., Scazzocchio, C., Ramón, A.","37035101200;6508168101;8503991400;56273463500;35555411500;","Modelling and mutational analysis of Aspergillus nidulans UreA, a member of the subfamily of urea/H+ transporters in fungi and plants",2014,"Open Biology","4","JUNE", 140070,"","",,7,"10.1098/rsob.140070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904015304&doi=10.1098%2frsob.140070&partnerID=40&md5=c7770680bb758210e6d258ec5bffdc97",Article,"Final",Open Access,Scopus,2-s2.0-84904015304
"Pesce, M., Felaco, P., Franceschelli, S., Speranza, L., Grilli, A., De Lutiis, M.A., Ferrone, A., Sirolli, V., Bonomini, M., Felaco, M., Patruno, A.","24067492800;35112909700;24066638900;6507723953;7006060977;6602568519;44461139100;6602828449;36966147400;7003329582;6602402219;","Effect of erythropoietin on primed leucocyte expression profile",2014,"Open Biology","4","JUNE", 140026,"","",,4,"10.1098/rsob.140026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902387939&doi=10.1098%2frsob.140026&partnerID=40&md5=4b193c817cbca1f517f06a7d7cbb2cee",Article,"Final",Open Access,Scopus,2-s2.0-84902387939
"Shichino, Y., Yamashita, A., Yamamoto, M.","55190299300;35593842900;55617740800;","Meiotic long non-coding meiRNA accumulates as a dot at its genetic locus facilitated by Mmi1 and plays as a decoy to lure Mmi1",2014,"Open Biology","4","JUNE", 140022,"","",,26,"10.1098/rsob.140022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902380512&doi=10.1098%2frsob.140022&partnerID=40&md5=c3e0a3a5744ff1d1a35bc8090cf9682b",Article,"Final",Open Access,Scopus,2-s2.0-84902380512
"Greenberg, E., Hajdu, S., Nemlich, Y., Cohen, R., Itzhaki, O., Jacob-Hirsch, J., Besser, M.J., Schachter, J., Markel, G.","38461142000;57197700068;37114672000;56204277700;6508270051;6507065877;57203774915;7102481590;6602505981;","Differential regulation of aggressive features in melanoma cells by members of the miR-17-92 complex",2014,"Open Biology","4","JUNE", 140030,"","",,8,"10.1098/rsob.140030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902370319&doi=10.1098%2frsob.140030&partnerID=40&md5=4307ac7fb16bedb05a31f2ac2a256e3c",Article,"Final",Open Access,Scopus,2-s2.0-84902370319
"Shrestha, R.L., Tamura, N., Fries, A., Levin, N., Clark, J., Draviam, V.M.","55831191700;55697803600;56204265700;56204410100;57199365024;6506388862;","TAO1 kinase maintains chromosomal stability by facilitating proper congression of chromosomes",2014,"Open Biology","4","JUNE", 130108,"","",,16,"10.1098/rsob.130108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902385393&doi=10.1098%2frsob.130108&partnerID=40&md5=9aa7360777ba052f72328b9ba1a129ef",Article,"Final",Open Access,Scopus,2-s2.0-84902385393
"Liu, J., Yang, J., Wen, J., Yang, Y., Wei, X., Zhang, X., Wang, Y.-P.","55705829500;55806536400;7402701758;56204554400;56204348600;57203328254;55988985200;","Mutational analysis of dimeric linkers in peri-and cytoplasmic domains of histidine kinase DctB reveals their functional roles in signal transduction",2014,"Open Biology","4","JUNE", 140023,"","",,7,"10.1098/rsob.140023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902377940&doi=10.1098%2frsob.140023&partnerID=40&md5=32e986b3531f294684137afb6f6206c2",Article,"Final",Open Access,Scopus,2-s2.0-84902377940
"Ptak, G.E., Toschi, P., Fidanza, A., Czernik, M., Zacchini, F., Modlinski, J.A., Loi, P.","6602151030;50562237700;55102038200;14051609100;55935381800;6701838040;7003270786;","Autophagy and apoptosis: Parent-of-origin genomedependent mechanisms of cellular self-destruction",2014,"Open Biology","4","JUNE", 140027,"","",,2,"10.1098/rsob.140027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902366948&doi=10.1098%2frsob.140027&partnerID=40&md5=4dd5b20ff6aa5c8e07fb50ad957c404a",Article,"Final",Open Access,Scopus,2-s2.0-84902366948
"Bogomolovas, J., Gasch, A., Simkovic, F., Rigden, D.J., Labeit, S., Mayans, O.","25647616900;23469038400;55800497400;7005750773;7006443631;6602981917;","Titin kinase is an inactive pseudokinase scaffold that supports MuRF1 recruitment to the sarcomeric M-line",2014,"Open Biology","4","MAY", 140041,"","",,32,"10.1098/rsob.140041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902387938&doi=10.1098%2frsob.140041&partnerID=40&md5=7df1c03f5be413acc3e5bf9f7b0e9538",Article,"Final",Open Access,Scopus,2-s2.0-84902387938
"Gupta, A., Shah, P., Haider, A., Gupta, K., Siddiqi, M.I., Ralph, S.A., Habib, S.","57050781600;38663305500;55216384100;56204341500;15078428700;7006573285;7007010208;","Reduced ribosomes of the apicoplast and mitochondrion of Plasmodium spp. and predicted interactions with antibiotics",2014,"Open Biology","4","MAY", 140045,"","",,17,"10.1098/rsob.140045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902387843&doi=10.1098%2frsob.140045&partnerID=40&md5=1f52ed6f1e677ab734af1df7ffb4745e",Article,"Final",Open Access,Scopus,2-s2.0-84902387843
"Herhaus, L., Al-Salihi, M.A., Dingwell, K.S., Cummins, T.D., Wasmus, L., Vogt, J., Ewan, R., Bruce, D., Macartney, T., Weidlich, S., Smith, J.C., Sapkota, G.P.","55320345800;17134127500;6603189863;7005450426;56204332000;49664147200;8514773300;56222987900;35079017400;16641104800;24605680400;6602578883;","USP15 targets ALK3/BMPR1A for deubiquitylation to enhance bone morphogenetic protein signalling",2014,"Open Biology","4","MAY", 140065,"","",,22,"10.1098/rsob.140065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902386193&doi=10.1098%2frsob.140065&partnerID=40&md5=10ffc278a5495bcc410ddddbf1908ce6",Article,"Final",Open Access,Scopus,2-s2.0-84902386193
"Rother, J., Nöding, H., Mey, I., Janshoff, A.","53981997500;56204437500;24465348400;7004088793;","Atomic force microscopy-based microrheology reveals significant differences in the viscoelastic response between malign and benign cell lines",2014,"Open Biology","4","MAY", 140046,"","",,89,"10.1098/rsob.140046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902371063&doi=10.1098%2frsob.140046&partnerID=40&md5=34da4b002876fe63112b249c5e344628",Article,"Final",Open Access,Scopus,2-s2.0-84902371063
"Savoian, M.S., Glover, D.M.","6603054655;35598057300;","Differing requirements for augmin in male meiotic and mitotic spindle formation in drosophila",2014,"Open Biology","4","MAY", 140047,"","",,7,"10.1098/rsob.140047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901022675&doi=10.1098%2frsob.140047&partnerID=40&md5=a287537fa438baf6762491ccc1cb66b1",Article,"Final",Open Access,Scopus,2-s2.0-84901022675
"Tinti, M., Dissanayake, K., Synowsky, S., Albergante, L., MacKintosh, C.","24391671600;6508137532;8555315300;26029289600;7102170257;","Identification of 2R-ohnologue gene families displaying the same mutation-load skew in multiple cancers",2014,"Open Biology","4","MAY", 140029,"","",,7,"10.1098/rsob.140029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901020285&doi=10.1098%2frsob.140029&partnerID=40&md5=d78884db8be7642c02b820545e71a9f6",Article,"Final",Open Access,Scopus,2-s2.0-84901020285
"Deas, E., Piipari, K., Machhada, A., Li, A., Gutierrez-Del-Arroyo, A., Withers, D.J., Wood, N.W., Abramov, A.Y.","6504185011;35105697200;56168818300;26032191700;7801319853;7005989616;7202960784;7102348938;","PINK1 deficiency in b-cells increases basal insulin secretion and improves glucose tolerance in mice",2014,"Open Biology","4","MAY", 140051,"","",,18,"10.1098/rsob.140051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900993015&doi=10.1098%2frsob.140051&partnerID=40&md5=4279331307044b27b950ce2cfd1c615f",Article,"Final",Open Access,Scopus,2-s2.0-84900993015
"Subramanian, L., Toda, N.R.T., Rappsilber, J., Allshire, R.C.","23977276900;56167349000;6603851819;7004529628;","Eic1 links Mis18 with the CCAN/Mis6/Ctf19 complex to promote CENP-A assembly",2014,"Open Biology","4","APRIL", 140043,"","",,19,"10.1098/rsob.140043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901044469&doi=10.1098%2frsob.140043&partnerID=40&md5=53b32ad4aa7793f3c916e40ec9210237",Article,"Final",Open Access,Scopus,2-s2.0-84901044469
"Sonnen, A.F.-P., Plitzko, J.M., Gilbert, R.J.C.","9133775800;6701633140;9736375100;","Incomplete pneumolysin oligomers form membrane pores",2014,"Open Biology","4","APRIL", 140044,"","",,45,"10.1098/rsob.140044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901044466&doi=10.1098%2frsob.140044&partnerID=40&md5=880b9e3342cbd0633aa385f5bb628dc2",Article,"Final",Open Access,Scopus,2-s2.0-84901044466
"Pi-Roig, A., Martin-Blanco, E., Minguillon, C.","56167430300;6603666210;57190000702;","Distinct tissue-specific requirements for the zebrafish tbx5 genes during heart, retina and pectoral fin development",2014,"Open Biology","4","APRIL", 140014,"","",,6,"10.1098/rsob.140014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900993028&doi=10.1098%2frsob.140014&partnerID=40&md5=4222b1dc62a66a50131dd97f55eea6d6",Article,"Final",Open Access,Scopus,2-s2.0-84900993028
"Knop, M., Edgar, B.A.","7004077035;35553617100;","Tracking protein turnover and degradation by microscopy: Photo-switchable versus timeencoded fluorescent proteins",2014,"Open Biology","4","APRIL", 140002,"","",,6,"10.1098/rsob.140002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901049611&doi=10.1098%2frsob.140002&partnerID=40&md5=3103fd738d93f4cee0fc369e22a28c74",Article,"Final",Open Access,Scopus,2-s2.0-84901049611
"Kania, U., Fendrych, M., Friml, J.","55325732200;22834408700;6701861252;","Polar delivery in plants; Commonalities and differences to animal epithelial cells",2014,"Open Biology","4","APRIL", 140017,"","",,20,"10.1098/rsob.140017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900993018&doi=10.1098%2frsob.140017&partnerID=40&md5=fd619d567dfb8360485455f30f7a1fb6",Article,"Final",Open Access,Scopus,2-s2.0-84900993018
"Fourrage, C., Swann, K., Garcia, J.R.G., Campbell, A.K., Houliston, E.","36647486400;7005497290;57199441285;7403505089;55894509500;","An endogenous green fluorescent protein-photoprotein pair in clytia hemisphaerica eggs shows co-targeting to mitochondria and efficient bioluminescence energy transfer",2014,"Open Biology","4","APRIL", 130206,"","",,20,"10.1098/rsob.130206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901049610&doi=10.1098%2frsob.130206&partnerID=40&md5=54014d4c9c6a48e307aa42e293df31fb",Article,"Final",Open Access,Scopus,2-s2.0-84901049610
"Hathaway, L.J., Bättig, P., Reber, S., Rotzetter, J.U., Aebi, S., Hauser, C., Heller, M., Kadioglu, A., Mühlemann, K.","6701731376;6506620344;56167779000;55221827600;7004195129;56377081900;56988578100;7005011197;7003561511;","Streptococcus pneumoniae detects and responds to foreign bacterial peptide fragments in its environment",2014,"Open Biology","4","APRIL", 130224,"","",,14,"10.1098/rsob.130224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901022666&doi=10.1098%2frsob.130224&partnerID=40&md5=a8debed6c121c50f243ba79c444fdb39",Article,"Final",Open Access,Scopus,2-s2.0-84901022666
"Macqueen, D.J., Wilcox, A.H.","14421458500;56167867400;","Characterization of the definitive classical calpain family of vertebrates using phylogenetic, evolutionary and expression analyses",2014,"Open Biology","4","APRIL", 130219,"","",,18,"10.1098/rsob.130219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901020300&doi=10.1098%2frsob.130219&partnerID=40&md5=b79c09f8ae4366ab6ba183f19f750ffe",Article,"Final",Open Access,Scopus,2-s2.0-84901020300
"Marco, A.","7004971122;","Sex-biased expression of microRNAs in Drosophila melanogaster",2014,"Open Biology","4","APRIL", 140024,"","",,20,"10.1098/rsob.140024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901045063&doi=10.1098%2frsob.140024&partnerID=40&md5=b8894d6d9a3b1764ae894aefac2c37ac",Article,"Final",Open Access,Scopus,2-s2.0-84901045063
"Siringan, P., Connerton, P.L., Cummings, N.J., Connerton, I.F.","12807635400;6602348650;7006453540;7006301867;","Alternative bacteriophage life cycles: The carrier state of campylobacter jejuni",2014,"Open Biology","4","MARCH", 130200,"","",,23,"10.1098/rsob.130200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901045055&doi=10.1098%2frsob.130200&partnerID=40&md5=e5bf3e77be06b38b67577493c8215b49",Article,"Final",Open Access,Scopus,2-s2.0-84901045055
"McElroy, K.A., Kang, H., Kuroda, M.I.","55653527700;56168800400;7403124492;","Are we there yet? Initial targeting of the Male-Specific Lethal and Polycomb group chromatin complexes in Drosophila",2014,"Open Biology","4","MARCH", 140006,"","",,15,"10.1098/rsob.140006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901008820&doi=10.1098%2frsob.140006&partnerID=40&md5=4cde79f9132344956e79ee65ba6df6d4",Article,"Final",Open Access,Scopus,2-s2.0-84901008820
"Franke, B., Gasch, A., Rodriguez, D., Chami, M., Khan, M.M., Rudolf, R., Bibby, J., Hanashima, A., Bogomolovas, J., Von Castelmur, E., Rigden, D.J., Uson, I., Labeit, S., Mayans, O.","7005326255;23469038400;7202482940;7003650441;56006271000;57202561036;57197145223;57195916376;25647616900;16246955200;7005750773;7004373162;7006443631;6602981917;","Molecular basis for the fold organization and sarcomeric targeting of the muscle atrogin muRF1",2014,"Open Biology","4","MARCH", 130172,"","",,10,"10.1098/rsob.130172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900993019&doi=10.1098%2frsob.130172&partnerID=40&md5=91b0c2ceeab49c3bb5217fd12369d838",Article,"Final",Open Access,Scopus,2-s2.0-84900993019
"Kazlauskaite, A., Kelly, V., Johnson, C., Baillie, C., Hastie, C.J., Peggie, M., Macartney, T., Woodroof, H.I., Alessi, D.R., Pedrioli, P.G.A., Muqit, M.M.K.","55320910400;56359506900;57189391547;56168825900;6602831212;6506263606;35079017400;55321208400;7006548152;16402897200;55393007300;","Phosphorylation of parkin at serine65 is essential for activation: Elaboration of a miro1 substrate-based assay of parkin E3 ligase activity",2014,"Open Biology","4","MARCH", 130213,"","",,55,"10.1098/rsob.130213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899454281&doi=10.1098%2frsob.130213&partnerID=40&md5=538a4ddac4bb2ae599ece8d3bbe3915c",Article,"Final",Open Access,Scopus,2-s2.0-84899454281
"Turner, T., Caspari, T.","56167924700;6701728627;","When heat casts a spell on the DNA damage checkpoints",2014,"Open Biology","4","MARCH", 140008,"","",,8,"10.1098/rsob.140008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901008818&doi=10.1098%2frsob.140008&partnerID=40&md5=ad931ef7d5e1b4af38b0aca4f1d8e035",Article,"Final",Open Access,Scopus,2-s2.0-84901008818
"Grüning, N.-M., Du, D., Keller, M.A., Luisi, B.F., Ralser, M.","36016436500;49861296100;36461234600;7004221679;8836934400;","Inhibition of triosephosphate isomerase by phosphoenolpyruvate in the feedback-regulation of glycolysis",2014,"Open Biology","4","MARCH", 130232,"","",,35,"10.1098/rsob.130232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901045058&doi=10.1098%2frsob.130232&partnerID=40&md5=c2f6a45e75e4692e2e96b96bd37be110",Article,"Final",Open Access,Scopus,2-s2.0-84901045058
"Yeung, H.O., Förster, A., Bebeacua, C., Niwa, H., Ewens, C., McKeown, C., Zhang, X., Freemont, P.S.","35084728100;35083437100;16229334800;8739648900;36671018100;7005319959;57203328254;35502381100;","Inter-ring rotations of AAA ATPase p97 revealed by electron cryomicroscopy",2014,"Open Biology","4","MARCH", 130142,"","",,18,"10.1098/rsob.130142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901044474&doi=10.1098%2frsob.130142&partnerID=40&md5=6e82b45d1a2b83d152bbcd9d07f1a293",Article,"Final",Open Access,Scopus,2-s2.0-84901044474
"De La Luz Mohedano, M., Russo, P., De Los Ríos, V., Capozzi, V., De Palencia, P.F., Spano, G., López, P.","56639976000;35726052700;6602639371;33067579700;6507573323;7006777645;7202454552;","A partial proteome reference map of the wine lactic acid bacterium Oenococcus oeni ATCC BAA-1163",2014,"Open Biology","4","FEB", 130154,"","",,13,"10.1098/rsob.130154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929141878&doi=10.1098%2frsob.130154&partnerID=40&md5=4866e9901aede78fe3ab89c3ef138123",Article,"Final",Open Access,Scopus,2-s2.0-84929141878
"Vogt, J., Dingwell, K.S., Herhaus, L., Gourlay, R., Macartney, T., Campbell, D., Smith, J.C., Sapkota, G.P.","49664147200;6603189863;55320345800;23570413600;35079017400;7404497699;24605680400;6602578883;","Protein associated with SMAD1 (PAWS1/FAM83G) is a substrate for type I bone morphogenetic protein receptors and modulates bone morphogenetic protein signalling",2014,"Open Biology","4","FEB", 130210,"","",,17,"10.1098/rsob.130210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937413187&doi=10.1098%2frsob.130210&partnerID=40&md5=c7027670638f47a7cd345b3b83c37385",Article,"Final",Open Access,Scopus,2-s2.0-84937413187
"Dornblut, C., Quinn, N., Monajambashi, S., Prendergast, L., Van Vuuren, C., Münch, S., Deng, W., Leonhardt, H., Cardoso, M.C., Hoischen, C., Diekmann, S., Sullivan, K.F.","56168232000;36091914100;56168647400;36091810300;44161367600;23005627000;55195572000;56117708700;7103171689;6603551734;7004795132;7402381250;","A CENP-S/X complex assembles at the centromere in S and G2 phases of the human cell cycle",2014,"Open Biology","4","FEB", 130229,"","",,17,"10.1098/rsob.130229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901049522&doi=10.1098%2frsob.130229&partnerID=40&md5=88278e5ec86705b0aa9aa02459499c62",Article,"Final",Open Access,Scopus,2-s2.0-84901049522
"Mensi, I., Vernerey, M.-S., Gargani, D., Nicole, M., Rott, P.","55761542400;36802938600;24368936100;7003278614;55923995900;","Breaking dogmas: The plant vascular pathogen Xanthomonas albilineans is able to invade non-vascular tissues despite its reduced genome",2014,"Open Biology","4","FEB", 130116,"","",,6,"10.1098/rsob.130116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901044964&doi=10.1098%2frsob.130116&partnerID=40&md5=e53d354a61ec20abbcbc40cef9350941",Article,"Final",Open Access,Scopus,2-s2.0-84901044964
"Sharma, P., Nag, A.","56408928300;7005242234;","CUL4A ubiquitin ligase: A promising drug target for cancer and other human diseases",2014,"Open Biology","4","FEB", 130217,"","",,29,"10.1098/rsob.130217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901020802&doi=10.1098%2frsob.130217&partnerID=40&md5=b5af8f0db307738ec1ada4c3efd4603e",Article,"Final",Open Access,Scopus,2-s2.0-84901020802
"Mahdavi, J., Pirinccioglu, N., Oldfield, N.J., Carlsohn, E., Stoof, J., Aslam, A., Self, T., Cawthraw, S.A., Petrovska, L., Colborne, N., Sihlbom, C., Borén, T., Wooldridge, K.G., Ala'Aldeen, D.A.A.","7003576945;6507922235;6603467169;8148768000;56106870500;17433732100;7103410720;6602501591;6602752148;56168654000;6506225637;7004203818;6701641562;7003555697;","A novel O-linked glycan modulates Campylobacter jejuni major outer membrane proteinmediated adhesion to human histo-blood group antigens and chicken colonization",2014,"Open Biology","4","JAN", 130202,"","",,21,"10.1098/rsob.130202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901049521&doi=10.1098%2frsob.130202&partnerID=40&md5=9adc16a98fb3f6f2dca580822d2f84c7",Article,"Final",Open Access,Scopus,2-s2.0-84901049521
"Sailem, H., Bousgouni, V., Cooper, S., Bakal, C.","55351076700;35519520300;56167913500;24466237600;","Cross-talk between Rho and Rac GTPases drives deterministic exploration of cellular shape space and morphological heterogeneity",2014,"Open Biology","4","JAN", 130132,"","",,30,"10.1098/rsob.130132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901044347&doi=10.1098%2frsob.130132&partnerID=40&md5=1e8210092a77028ed7c1c3afab43c59a",Article,"Final",Open Access,Scopus,2-s2.0-84901044347
"Renshaw, M.J., Liu, J., Lavoie, B.D., Wilde, A.","36606733900;54784883400;55298181100;7102614937;","Anillin-dependent organization of septin filaments promotes intercellular bridge elongation and Chmp4B targeting to the abscission site",2014,"Open Biology","4","JAN", 130190,"","",,26,"10.1098/rsob.130190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901020800&doi=10.1098%2frsob.130190&partnerID=40&md5=21c5e55b4d0b756e98ce16e8e327879e",Article,"Final",Open Access,Scopus,2-s2.0-84901020800
"Freitag, S.I., Wong, J., Young, P.G.","55261878300;55452243100;7402038448;","Genetic and physical interaction of Ssp1 CaMKK and Rad24 14-3-3 during low pH and osmotic stress in fission yeast",2014,"Open Biology","4","JAN", 130127,"","",,10,"10.1098/rsob.130127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901020189&doi=10.1098%2frsob.130127&partnerID=40&md5=4d733121d1ef86ffbc189d78e1f6e171",Article,"Final",Open Access,Scopus,2-s2.0-84901020189
"Schulte, T., Löfling, J., Mikaelsson, C., Kikhney, A., Hentrich, K., Diamante, A., Ebel, C., Normark, S., Svergun, D., Henriques-Normark, B., Achour, A.","23135909400;6506522972;50161950300;16307155100;55211883300;57204015475;7005164200;7102655001;18134896800;8693654200;7005470754;","The basic keratin 10-binding domain of the virulence-associated pneumococcal serine-rich protein PsrP adopts a novel MSCRAMM fold",2014,"Open Biology","4","JAN", 130090,"","",,17,"10.1098/rsob.130090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901036159&doi=10.1098%2frsob.130090&partnerID=40&md5=0c764feed729a876d7ff0d01cbccb1b1",Article,"Final",Open Access,Scopus,2-s2.0-84901036159
"Curd, R.D., Birdsall, B., Kadekoppala, M., Ogun, S.A., Kelly, G., Holder, A.A.","56003046300;7004925613;6505984867;35547702600;8249598000;16215359300;","The structure of Plasmodium yoelii merozoite surface protein 1 <inf>19</inf>, antibody specificity and implications for malaria vaccine design",2014,"Open Biology","4","JAN", 130091,"","",,3,"10.1098/rsob.130091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901008728&doi=10.1098%2frsob.130091&partnerID=40&md5=9616c17a1d0e6045cafc7c6ac201a431",Article,"Final",Open Access,Scopus,2-s2.0-84901008728
"Poh, W.T., Chadha, G.S., Gillespie, P.J., Kaldis, P., Blow, J.J.","56168657500;35739955300;7005143154;6701864610;7006115782;","Xenopus Cdc7 executes its essential function early in S phase and is counteracted by checkpoint-regulated protein phosphatase 1",2014,"Open Biology","4","JAN", 130138,"","",,20,"10.1098/rsob.130138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893920915&doi=10.1098%2frsob.130138&partnerID=40&md5=c170033ee27dfde3221d476e98e9121c",Article,"Final",Open Access,Scopus,2-s2.0-84893920915
"Scott, K.C., Bloom, K.S.","36779004900;7102570676;","Lessons learned from counting molecules: How to lure CENP-A into the kinetochore",2014,"Open Biology","4","12", 140191,"","",,3,"10.1098/rsob.140191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923673121&doi=10.1098%2frsob.140191&partnerID=40&md5=0bcfe63205cbd00f7e04a2899cdd01b0",Note,"Final",Open Access,Scopus,2-s2.0-84923673121
